subject,predicate,object,root,synonyms
use of polarised neutrons,allows,scattering length profile,allow,"{'appropriate', 'countenance', 'leave', 'admit', 'permit', 'grant', 'allow', 'reserve', 'provide', 'earmark', 'let'}"
nuclear contributions,are,bimodal size,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
nuclear contributions,described,bimodal size,describe,"{'describe', 'distinguish', 'account', 'trace', 'name', 'draw', 'line', 'depict', 'delineate', 'identify', 'key', 'discover', 'report'}"
case of intermixing with copper,are,bimodal size distribution,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
case of intermixing with copper,described,bimodal size distribution,describe,"{'describe', 'distinguish', 'account', 'trace', 'name', 'draw', 'line', 'depict', 'delineate', 'identify', 'key', 'discover', 'report'}"
space group,were,native protein,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
local symmetry,did,significant expansion,do,"{'behave', 'perform', 'answer', 'execute', 'practice', 'practise', 'exercise', 'do', 'fare', 'act', 'suffice', 'make', 'cause'}"
effective D2d local symmetry,did,ndash sulfur bond,do,"{'behave', 'perform', 'answer', 'execute', 'practice', 'practise', 'exercise', 'do', 'fare', 'act', 'suffice', 'make', 'cause'}"
geometries similar to that of the Fe form,did,metal ndash sulfur bond,do,"{'behave', 'perform', 'answer', 'execute', 'practice', 'practise', 'exercise', 'do', 'fare', 'act', 'suffice', 'make', 'cause'}"
knowledge of these structures,contributes,molecular understanding,contribute,"{'impart', 'contribute', 'lead', 'bring', 'conduce', 'lend', 'add', 'bestow'}"
rotation axis,is coordinated,O atoms,coordinate,"{'coordinate', 'organise', 'align', 'ordinate', 'organize'}"
N hydrogen,help,crystal packing,help,"{'help', 'serve', 'facilitate', 'assist', 'avail', 'aid'}"
N hydrogen,consolidate,crystal packing,consolidate,{'consolidate'}
mononuclear molecule,is,CdII atom,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
neutral mononuclear molecule,is,coordinated water molecules,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
water O,lies,rotation axis,lie,"{'lie', 'rest', 'consist', 'dwell', 'belong'}"
water O atom,lies,twofold rotation axis,lie,"{'lie', 'rest', 'consist', 'dwell', 'belong'}"
supramolecular network,is formed,hydrogen bonds,form,"{'forge', 'spring', 'form', 'mold', 'shape', 'organise', 'mould', 'imprint', 'constitute', 'organize'}"
crystal packing,is determined,hydrogen bonds,determine,"{'decide', 'settle', 'mold', 'ascertain', 'shape', 'find', 'see', 'fix', 'specify', 'influence', 'limit', 'regulate', 'learn', 'watch', 'set', 'determine'}"
title compound,was,Reformatsky reaction,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
title compound,synthesized,Reformatsky reaction,synthesize,"{'synthesize', 'synthesise'}"
title compound,exists,extended conformer,exist,"{'exist', 'survive', 'be', 'subsist', 'live'}"
title compound,is,extended conformer,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
hydrogen bonds,consolidate,crystal structure,consolidate,{'consolidate'}
symmetry of the structure,measuring,structure factors,measure,"{'valuate', 'appraise', 'quantify', 'measure', 'assess', 'evaluate', 'value'}"
Symmetry changes,were related,fault structure,relate,"{'concern', 'refer', 'colligate', 'interrelate', 'relate', 'connect', 'associate', 'pertain', 'touch', 'link'}"
Symmetry changes within the sample,were related,defocused convergent beam,relate,"{'concern', 'refer', 'colligate', 'interrelate', 'relate', 'connect', 'associate', 'pertain', 'touch', 'link'}"
Symmetry changes within the sample,was,defocused convergent beam,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
atom values,shows,trigonal regions,show,"{'shew', 'prove', 'reveal', 'display', 'show', 'depict', 'express', 'point', 'establish', 'exhibit', 'render', 'demo', 'demonstrate', 'testify', 'picture', 'evidence', 'evince', 'indicate', 'present'}"
trigonal regions,lacks,other reflexions in the zone,lack,"{'lack', 'miss'}"
trigonal regions,indicating,other reflexions in the zone,indicate,"{'betoken', 'bespeak', 'suggest', 'signal', 'show', 'argue', 'indicate', 'point'}"
spherical atom values,shows,trigonal regions of bonding potential,show,"{'shew', 'prove', 'reveal', 'display', 'show', 'depict', 'express', 'point', 'establish', 'exhibit', 'render', 'demo', 'demonstrate', 'testify', 'picture', 'evidence', 'evince', 'indicate', 'present'}"
cation and anion,are held,mdash H,hold,"{'control', 'give', 'hold', 'maintain', 'confine', 'contain', 'check', 'bear', 'have', 'curb', 'deem', 'moderate', 'restrain', 'keep', 'carry'}"
pi  interactions,link,bc plane,link,"{'colligate', 'yoke', 'join', 'relate', 'connect', 'tie', 'unite', 'associate', 'link'}"
means of controlling crystallization,is,phases of nucleation and growth,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
means of controlling crystallization,separate,phases of nucleation and growth,separate,"{'distinguish', 'class', 'sort', 'disunite', 'split', 'secern', 'separate', 'divide', 'dissever', 'part', 'differentiate', 'assort', 'break', 'tell', 'classify'}"
form convenient,is,summation methods,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
form convenient,are made,summation methods,make,"{'produce', 'stimulate', 'draw', 'create', 'do', 'induce', 'make', 'cause'}"
crystal symmetry,is outlined,independent sums,outline,"{'adumbrate', 'draft', 'limn', 'outline', 'delineate', 'sketch'}"
equivalent sublattices,does,total number,do,"{'behave', 'perform', 'answer', 'execute', 'practice', 'practise', 'exercise', 'do', 'fare', 'act', 'suffice', 'make', 'cause'}"
equivalent sublattices,exceed,total number,exceed,"{'surpass', 'outmatch', 'outdo', 'surmount', 'outstrip', 'outgo', 'exceed', 'transcend', 'top', 'overstep', 'outperform'}"
crystal symmetry on lattice sums,is outlined,different pairs of equivalent sublattices,outline,"{'adumbrate', 'draft', 'limn', 'outline', 'delineate', 'sketch'}"
different pairs of equivalent sublattices,does,total number of such sublattices,do,"{'behave', 'perform', 'answer', 'execute', 'practice', 'practise', 'exercise', 'do', 'fare', 'act', 'suffice', 'make', 'cause'}"
different pairs of equivalent sublattices,exceed,total number of such sublattices,exceed,"{'surpass', 'outmatch', 'outdo', 'surmount', 'outstrip', 'outgo', 'exceed', 'transcend', 'top', 'overstep', 'outperform'}"
Numerical results,are given,hydrogen cyanide,give,"{'give', 'throw', 'hold', 'pay', 'gift', 'have', 'yield', 'present', 'afford'}"
Quadrupole sums,are given,cuprous chloride and pyrene,give,"{'give', 'throw', 'hold', 'pay', 'gift', 'have', 'yield', 'present', 'afford'}"
octupole sums,are given,benzene and anthracene,give,"{'give', 'throw', 'hold', 'pay', 'gift', 'have', 'yield', 'present', 'afford'}"
multipole sums,has,special advantage,have,"{'ingest', 'give', 'hold', 'get', 'receive', 'undergo', 'own', 'have', 'experience', 'possess', 'feature', 'let', 'consume'}"
special advantage,are,strained lattices,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
simple apparatus for students,is,stereographic and gnomonic projections,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
simple apparatus for students,makes,stereographic and gnomonic projections,make,"{'produce', 'stimulate', 'draw', 'create', 'do', 'induce', 'make', 'cause'}"
combinatorial types,are stated,automorphism group,state,"{'submit', 'say', 'posit', 'tell', 'express', 'state'}"
combinatorial types of simple,are stated,automorphism group order,state,"{'submit', 'say', 'posit', 'tell', 'express', 'state'}"
numbers of combinatorial types of simple,are stated,respect to their automorphism group order,state,"{'submit', 'say', 'posit', 'tell', 'express', 'state'}"
sodium formate,crystallizes,beta  nbsp,crystallize,"{'crystallize', 'elucidate', 'crystalise', 'crystallise', 'effloresce', 'enlighten', 'illuminate'}"
sodium formate as precipitant,crystallizes,rhombohedral space group,crystallize,"{'crystallize', 'elucidate', 'crystalise', 'crystallise', 'effloresce', 'enlighten', 'illuminate'}"
crystal packing,shows,asymmetric unit,show,"{'shew', 'prove', 'reveal', 'display', 'show', 'depict', 'express', 'point', 'establish', 'exhibit', 'render', 'demo', 'demonstrate', 'testify', 'picture', 'evidence', 'evince', 'indicate', 'present'}"
crystal packing,crystallizes,asymmetric unit,crystallize,"{'crystallize', 'elucidate', 'crystalise', 'crystallise', 'effloresce', 'enlighten', 'illuminate'}"
diphosphate kinase,is,nucleoside diphosphates,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
Nucleoside diphosphate kinase,is,third phosphorylation of nucleoside diphosphates,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
differences in selectivity,was,binary complexes,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
differences in selectivity,crystallized,binary complexes,crystallize,"{'crystallize', 'elucidate', 'crystalise', 'crystallise', 'effloresce', 'enlighten', 'illuminate'}"
binding of deoxy,is,water molecule,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
hydrogen bond,made,ribose moiety,make,"{'produce', 'stimulate', 'draw', 'create', 'do', 'induce', 'make', 'cause'}"
thiosulfate anions,are linked,mdash H,link,"{'colligate', 'yoke', 'join', 'relate', 'connect', 'tie', 'unite', 'associate', 'link'}"
organic cations and thiosulfate anions,are linked,N mdash H,link,"{'colligate', 'yoke', 'join', 'relate', 'connect', 'tie', 'unite', 'associate', 'link'}"
potassium dihydrogen,were grown,water solution,grow,"{'produce', 'uprise', 'turn', 'grow', 'acquire', 'mature', 'rise', 'originate', 'farm', 'arise', 'develop', 'raise', 'maturate'}"
potassium dihydrogen,were,water solution,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
pure potassium dihydrogen,were grown,slow evaporation method and their piezoelectric properties,grow,"{'produce', 'uprise', 'turn', 'grow', 'acquire', 'mature', 'rise', 'originate', 'farm', 'arise', 'develop', 'raise', 'maturate'}"
pure potassium dihydrogen,were,slow evaporation method and their piezoelectric properties,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
Crystals of pure potassium dihydrogen,were grown,water solution by the slow evaporation method and their piezoelectric properties,grow,"{'produce', 'uprise', 'turn', 'grow', 'acquire', 'mature', 'rise', 'originate', 'farm', 'arise', 'develop', 'raise', 'maturate'}"
Crystals of pure potassium dihydrogen,were,water solution by the slow evaporation method and their piezoelectric properties,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
triplet phase,become,structural information,become,"{'go', 'turn', 'get', 'suit', 'become'}"
structural information,is,replacement atoms,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
structural information,concerning,replacement atoms,concern,"{'concern', 'refer', 'worry', 'interest', 'relate', 'occupy', 'pertain', 'touch'}"
triplet phase invariants,become,replacement atoms in isomorphous replacement or,become,"{'go', 'turn', 'get', 'suit', 'become'}"
triplet phase invariants,is,replacement atoms in isomorphous replacement or,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
triplet phase invariants,concerning,replacement atoms in isomorphous replacement or,concern,"{'concern', 'refer', 'worry', 'interest', 'relate', 'occupy', 'pertain', 'touch'}"
formulas of interest,are presented,test calculations,present,"{'give', 'demonstrate', 'gift', 'acquaint', 'exhibit', 'submit', 'pose', 'present', 'award', 'show', 'demo', 'stage', 'introduce', 'deliver'}"
formulas of interest,subjected,test calculations,subject,"{'submit', 'subject', 'subjugate'}"
test calculations,obtain,errors in the data,obtain,"{'get', 'receive', 'obtain', 'prevail', 'incur'}"
test calculations,determine,errors in the data,determine,"{'decide', 'settle', 'mold', 'ascertain', 'shape', 'find', 'see', 'fix', 'specify', 'influence', 'limit', 'regulate', 'learn', 'watch', 'set', 'determine'}"
number of test calculations,obtain,effects of errors in the data,obtain,"{'get', 'receive', 'obtain', 'prevail', 'incur'}"
number of test calculations,determine,effects of errors in the data,determine,"{'decide', 'settle', 'mold', 'ascertain', 'shape', 'find', 'see', 'fix', 'specify', 'influence', 'limit', 'regulate', 'learn', 'watch', 'set', 'determine'}"
radiographic imaging,were employed,defects and perfection,employ,"{'use', 'employ', 'utilize', 'utilise', 'hire', 'apply', 'engage'}"
radiographic imaging,characterize,defects and perfection,characterize,"{'qualify', 'characterise', 'characterize'}"
inclusions and other microdefects,were,diffraction images,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
observed line defects,carry,distinct dislocation features,carry,"{'carry', 'hold', 'pack', 'contain', 'transport', 'convey', 'conduct', 'bear', 'express', 'channel', 'transmit'}"
foreign particles,are resolved,high sensitivity,resolve,"{'decide', 'resolve', 'settle', 'dissolve', 'conclude', 'adjudicate', 'answer', 'purpose', 'solve'}"
central growth region,are resolved,high sensitivity to defects,resolve,"{'decide', 'resolve', 'settle', 'dissolve', 'conclude', 'adjudicate', 'answer', 'purpose', 'solve'}"
impurities or formations of foreign particles,are resolved,images with high sensitivity to defects,resolve,"{'decide', 'resolve', 'settle', 'dissolve', 'conclude', 'adjudicate', 'answer', 'purpose', 'solve'}"
diffraction equation,is shown,ordered regions,show,"{'shew', 'prove', 'reveal', 'display', 'show', 'depict', 'express', 'point', 'establish', 'exhibit', 'render', 'demo', 'demonstrate', 'testify', 'picture', 'evidence', 'evince', 'indicate', 'present'}"
layers of both materials,are,elliptical shape,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
fundamental diffraction equation,is shown,ordered regions within the layers of both materials,show,"{'shew', 'prove', 'reveal', 'display', 'show', 'depict', 'express', 'point', 'establish', 'exhibit', 'render', 'demo', 'demonstrate', 'testify', 'picture', 'evidence', 'evince', 'indicate', 'present'}"
fundamental diffraction equation of Debye,is shown,the ordered regions within the layers of both materials are of elliptical shape,show,"{'shew', 'prove', 'reveal', 'display', 'show', 'depict', 'express', 'point', 'establish', 'exhibit', 'render', 'demo', 'demonstrate', 'testify', 'picture', 'evidence', 'evince', 'indicate', 'present'}"
crystallographic registry,is,concentric groups,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
crystallographic registry,are,concentric groups,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
intermediate alloys,are,end member,be,"{'exist', 'be', 'represent', 'embody', 'equal', 'comprise', 'constitute', 'personify'}"
DTA measurements,show,melting temperature,show,"{'shew', 'prove', 'reveal', 'display', 'show', 'depict', 'express', 'point', 'establish', 'exhibit', 'render', 'demo', 'demonstrate', 'testify', 'picture', 'evidence', 'evince', 'indicate', 'present'}"
