subject,predicate,pred freq,object,root,root freq,synonyms
Zn atom,is coordinated,44,tridentate manner,coordinate,60,"{'organize', 'ordinate', 'organise', 'align', 'coordinate'}"
Zn atom,is,708,tridentate manner,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
coordination geometry,is,708,mer configuration,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
thiolate S atom,is,708,two ligands in the mer configuration,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
multimodular scaffoldin,is,708,central component,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
multimodular scaffoldin subunit,is,708,central component of the cellulosome,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
alignment and calibration,is,708,data collection,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
cyano group,lies,27,pyrazole ring,lie,39,"{'belong', 'consist', 'lie', 'rest', 'dwell'}"
pyrazole ring,has,89,C mdash,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
H atom,is disordered,6,N atoms,disorder,16,"{'cark', 'perturb', 'trouble', 'disquiet', 'distract', 'unhinge', 'disorder', 'disarray'}"
NH H atom,is disordered,6,two ring N atoms,disorder,16,"{'cark', 'perturb', 'trouble', 'disquiet', 'distract', 'unhinge', 'disorder', 'disarray'}"
title compound,has,89,planar molecules,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
hydrogen bonds,are found,5,crystal structure,found,28,"{'constitute', 'institute', 'base', 'establish', 'found', 'plant', 'launch'}"
metal fragments,are linked,42,structure of the complex,link,88,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
metal fragments,is,708,structure of the complex,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
ZnO2Cl2 tetrahedra and SeO3E tetrahedra,being,15,lone pair,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Cl atoms,protrude,1,adjacent layers,protrude,1,"{'pop', 'jut', 'protrude', 'pouch', 'project', 'bulge'}"
synthetic polymorphs,lies,27,packing of the layers,lie,39,"{'belong', 'consist', 'lie', 'rest', 'dwell'}"
neutral networks,is,708,Hg atom,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
neutral networks,based,14,Hg atom,base,19,"{'send', 'base', 'establish', 'post', 'found', 'station'}"
Photoluminescent investigations,reveal,7,strong emission,reveal,24,"{'disclose', 'show', 'reveal', 'expose', 'display', 'divulge', 'uncover', 'impart', 'discover', 'unveil'}"
Photoluminescent investigations,displays,10,strong emission,display,13,"{'exhibit', 'show', 'reveal', 'display', 'expose'}"
title molecule,confirms,4,ndash boat,confirm,9,"{'substantiate', 'affirm', 'corroborate', 'sustain', 'support', 'confirm', 'reassert'}"
single crystals,were measured,2,space group,measure,19,"{'appraise', 'valuate', 'evaluate', 'measure', 'assess', 'quantify', 'value'}"
single crystals with temperature,were measured,2,compounds with Ni and Rh,measure,19,"{'appraise', 'valuate', 'evaluate', 'measure', 'assess', 'quantify', 'value'}"
piperidone ring,adopts,28,chair conformation,adopt,37,"{'take', 'assume', 'adopt', 'espouse', 'borrow', 'follow', 'dramatise', 'acquire', 'dramatize', 'embrace'}"
methylphenyl rings,are oriented,5,piperidone plane,orient,8,"{'orient', 'point', 'orientate'}"
crystal packing,is characterized,5,mdash H,characterize,12,"{'qualify', 'characterize', 'characterise'}"
stable conformation,is,708,solid state,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
alignment of the material,is induced,2,structural characterization,induce,9,"{'make', 'hasten', 'rush', 'cause', 'induct', 'stimulate', 'induce'}"
alignment of the material,allows,23,structural characterization,allow,33,"{'provide', 'let', 'countenance', 'earmark', 'appropriate', 'leave', 'admit', 'permit', 'grant', 'allow', 'reserve'}"
elongational flow at the centre of this device,is induced,2,improved structural characterization,induce,9,"{'make', 'hasten', 'rush', 'cause', 'induct', 'stimulate', 'induce'}"
elongational flow at the centre of this device,allows,23,improved structural characterization,allow,33,"{'provide', 'let', 'countenance', 'earmark', 'appropriate', 'leave', 'admit', 'permit', 'grant', 'allow', 'reserve'}"
title compound,is,708,the methanol disolvate,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
asymmetric unit,contains,54,V atoms,contain,69,"{'moderate', 'curb', 'check', 'bear', 'carry', 'comprise', 'arrest', 'incorporate', 'control', 'stop', 'hold', 'contain'}"
thiocarbonohydrazide and methanol,are linked,42,mdash H,link,88,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
title complex,are,282,asymmetric unit,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
acetate ligand,are linked,42,fluconazole ligands,link,88,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
methanol solvent,is linked,2,mdash H,link,88,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
title complex,lies,27,inversion center,lie,39,"{'belong', 'consist', 'lie', 'rest', 'dwell'}"
inversion center,is coordinated,44,N atoms,coordinate,60,"{'organize', 'ordinate', 'organise', 'align', 'coordinate'}"
O atoms,is,708,octahedral geometry,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
CoII atom in the title complex,lies,27,distorted octahedral geometry,lie,39,"{'belong', 'consist', 'lie', 'rest', 'dwell'}"
CoII atom in the title complex,is coordinated,44,distorted octahedral geometry,coordinate,60,"{'organize', 'ordinate', 'organise', 'align', 'coordinate'}"
axial direction,is,708,N atom,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
aqua O atom,is,708,carboxylato O atom,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title compound,comprises,11,water of crystallization,comprise,12,"{'represent', 'constitute', 'be', 'consist', 'comprise', 'incorporate', 'contain'}"
S contact,is,708,DABT ligands,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Zn atom,is,708,distorted octahedron,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
The coordination geometry of the Zn atom,is,708,two O atoms from the chelidamate ligand,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
library entries,are tailored,1,rigid body,tailor,1,"{'tailor-make', 'tailor', 'cut', 'shoehorn', 'sew'}"
library entries,constrained,1,rigid body,constrain,3,"{'constrain', 'restrain', 'tighten', 'cumber', 'stiffen', 'encumber'}"
library entries,known,1,rigid body,know,4,"{'cognize', 'eff', 'acknowledge', 'recognise', 'bang', 'bed', 'hump', 'love', 'experience', 'recognize', 'live', 'fuck', 'jazz', 'screw', 'bonk', 'know'}"
ethyl acetate,is,708,inversion center,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
natural aluminosilicate,used,28,support for metals,use,164,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
amorphous natural aluminosilicate,used,28,support for metals in the preparation of catalysts,use,164,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
SANS spectrum,indicates,2,broad size,indicate,22,"{'signal', 'bespeak', 'suggest', 'show', 'indicate', 'argue', 'betoken', 'point'}"
structure model,is,708,vitreous silica,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
vitreous silica,is,708,O atoms,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
vitreous silica,consisting,4,O atoms,consist,41,"{'belong', 'consist', 'comprise', 'lie', 'dwell'}"
lactone ring,was,146,nucleophilic reaction,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
lactone ring,formed,5,nucleophilic reaction,form,86,"{'organize', 'form', 'constitute', 'spring', 'mould', 'forge', 'mold', 'imprint', 'organise', 'shape'}"
methyl and amino,are located,11,cis positions,locate,24,"{'site', 'situate', 'place', 'settle', 'locate'}"
methyl and amino groups,are located,11,puckering of the lactone ring,locate,24,"{'site', 'situate', 'place', 'settle', 'locate'}"
hydrogen bonds,extend,1,molecular packing,extend,4,"{'extend', 'exsert', 'lead', 'stretch', 'go', 'expand', 'pass', 'broaden', 'widen', 'offer', 'run', 'cover'}"
hydrogen bonds,stabilize,9,molecular packing,stabilize,46,"{'brace', 'stabilise', 'steady', 'stabilize'}"
title compound,is,708,aminonaphthoquinone derivative,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
naphthoquinone moieties,are connected,20,mdash H,connect,34,"{'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
centrosymmetric naphthoquinone moieties,are connected,20,N mdash H,connect,34,"{'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
c axis,occurring,2,naphthoquinone skeleton,occur,12,"{'hap', 'occur', 'pass', 'happen'}"
translation along the c axis,are stacked,1,shortest intermolecular C,stack,10,"{'pile', 'heap', 'stack'}"
O interactions,are,282,C mdash,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title compound,has,89,inversion center,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
cyclohexyl groups,are,282,H atoms,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
molecule of the title compound,has,89,crystallographically imposed inversion center,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
crystallographically imposed inversion center,are,282,methine H atoms,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
protein molecule,is proposed,7,accurate estimate,propose,10,"{'suggest', 'purpose', 'nominate', 'propose', 'purport', 'project', 'aim', 'advise'}"
cavities within the protein molecule,is proposed,7,calculation of the scattering intensities,propose,10,"{'suggest', 'purpose', 'nominate', 'propose', 'purport', 'project', 'aim', 'advise'}"
cavities within the protein molecule accessible to the solvent,is proposed,7,of the solvent influence and for calculation of the scattering intensities,propose,10,"{'suggest', 'purpose', 'nominate', 'propose', 'purport', 'project', 'aim', 'advise'}"
quantitative divergences,be,101,small increase,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
groups of helices,do,8,scattering indicatrices,do,30,"{'make', 'fare', 'answer', 'exercise', 'do', 'perform', 'suffice', 'execute', 'behave', 'act', 'practise', 'cause', 'practice'}"
groups of helices,lead,13,scattering indicatrices,lead,28,"{'head', 'extend', 'top', 'lead', 'conduce', 'go', 'pass', 'run', 'leave', 'guide', 'contribute', 'result', 'conduct', 'direct', 'take'}"
Bragg geometry,was,146,acoustic waves,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Bragg geometry,used,28,acoustic waves,use,164,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
Bragg geometry,investigate,4,acoustic waves,investigate,16,"{'investigate', 'inquire', 'enquire'}"
thermal contribution,causes,5,angular displacement,cause,9,"{'make', 'do', 'cause', 'stimulate', 'induce'}"
Bragg profile,was,146,time resolution,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Bragg profile,mapped,1,time resolution,map,1,{'map'}
ultrasonic oscillation,was,146,stroboscopic system,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
ultrasonic oscillation,measured,2,stroboscopic system,measure,19,"{'appraise', 'valuate', 'evaluate', 'measure', 'assess', 'quantify', 'value'}"
ultrasonic oscillation,using,106,stroboscopic system,use,164,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
Si wafer,was,146,ultrasonic power,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Si wafer,determined,33,ultrasonic power,determine,62,"{'watch', 'ascertain', 'find', 'regulate', 'see', 'limit', 'mold', 'decide', 'determine', 'settle', 'fix', 'influence', 'learn', 'shape', 'set', 'specify'}"
centre of the Si wafer,was,146,given ultrasonic power,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
centre of the Si wafer,determined,33,given ultrasonic power,determine,62,"{'watch', 'ascertain', 'find', 'regulate', 'see', 'limit', 'mold', 'decide', 'determine', 'settle', 'fix', 'influence', 'learn', 'shape', 'set', 'specify'}"
Simple modelling,using,106,finite differences,use,164,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
Simple modelling using finite differences,was,146,acoustic and thermal contributions,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Simple modelling using finite differences,determining,2,acoustic and thermal contributions,determine,62,"{'watch', 'ascertain', 'find', 'regulate', 'see', 'limit', 'mold', 'decide', 'determine', 'settle', 'fix', 'influence', 'learn', 'shape', 'set', 'specify'}"
Portland cements,have been,53,tricalcium silicate,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Portland cements,synthesized,10,tricalcium silicate,synthesize,12,"{'synthesise', 'synthesize'}"
synthesized samples,check,6,amorphous phase,check,6,"{'match', 'ensure', 'contain', 'retard', 'tally', 'gibe', 'correspond', 'insure', 'ascertain', 'jibe', 'check', 'fit', 'agree', 'assure', 'moderate', 'curb', 'delay', 'control', 'hold', 'tick'}"
relative errors,are,282,main phases,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
routine application,is,708,cement industry,be,1431,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
recent research,indicates,2,Dsb proteins,indicate,22,"{'signal', 'bespeak', 'suggest', 'show', 'indicate', 'argue', 'betoken', 'point'}"
pathogenic bacteria,have,53,extended arsenal,have,146,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
process of oxidative folding,containing,3,wide repertoire of Dsb proteins,contain,69,"{'moderate', 'curb', 'check', 'bear', 'carry', 'comprise', 'arrest', 'incorporate', 'control', 'stop', 'hold', 'contain'}"
