subject,predicate,object,root,synonyms
thickness value,is,crystallization temperatures,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
SAXS intensity,changing,Bragg peak,change,"{'transfer', 'switch', 'vary', 'interchange', 'exchange', 'alter', 'commute', 'deepen', 'change', 'convert', 'modify'}"
Bragg peak,indicate,crystal thickening,indicate,"{'signal', 'bespeak', 'suggest', 'show', 'indicate', 'argue', 'betoken', 'point'}"
crystal thickening,cooling,room temperature,cool,"{'chill', 'cool'}"
Ni coordination,giving,coordination number,give,"{'pay', 'have', 'afford', 'yield', 'hold', 'throw', 'gift', 'present', 'give'}"
one O atom and one N atom,giving,total coordination number,give,"{'pay', 'have', 'afford', 'yield', 'hold', 'throw', 'gift', 'present', 'give'}"
new polymorph,has been,room temperature,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
new polymorph,determined,room temperature,determine,"{'watch', 'ascertain', 'find', 'regulate', 'see', 'limit', 'mold', 'decide', 'determine', 'settle', 'fix', 'influence', 'learn', 'shape', 'set', 'specify'}"
amino group,is formed,isocyanide groups,form,"{'organize', 'form', 'constitute', 'spring', 'mould', 'forge', 'mold', 'imprint', 'organise', 'shape'}"
title compound,is,molecular clip,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
benzene ring,is fused,N atoms,fuse,"{'combine', 'meld', 'merge', 'immix', 'coalesce', 'conflate', 'flux', 'mix', 'commingle', 'fuse', 'blend'}"
isovanillin group,makes,dihedral angle,make,"{'produce', 'make', 'do', 'create', 'cause', 'draw', 'stimulate', 'induce'}"
biological macromolecules,are,particular interest,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
characterization of the device,is focussed,temperature distribution,focus,"{'concentrate', 'pore', 'focus', 'center', 'sharpen', 'rivet', 'concentre', 'centre', 'focalize'}"
phase angles,is,extremal values,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
tangent formula,be,optimization problems,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Erbium dinickel,crystallizes,structure type,crystallize,"{'crystalise', 'elucidate', 'crystallize', 'crystallise', 'effloresce', 'illuminate', 'enlighten'}"
Erbium dinickel,is,structure type,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
structure type,is,ordered superstucture,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Erbium dinickel disilicide,crystallizes,tetragonal ThCr2Si2 structure type,crystallize,"{'crystalise', 'elucidate', 'crystallize', 'crystallise', 'effloresce', 'illuminate', 'enlighten'}"
tetragonal ThCr2Si2 structure type,is,ordered superstucture of the BaAl4 type,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
N atoms,is,O atom,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
N atoms,displaced,O atom,displace,"{'deracinate', 'displace', 'dislocate', 'bump', 'move', 'uproot', 'dislodge'}"
N atoms from the N4 plane,is,axially coordinated perchlorate ion,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
N atoms from the N4 plane,displaced,axially coordinated perchlorate ion,displace,"{'deracinate', 'displace', 'dislocate', 'bump', 'move', 'uproot', 'dislodge'}"
cyclohexene ring,has,envelope conformation,have,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
isoxazolidine ring,adopts,twisted conformation,adopt,"{'take', 'assume', 'adopt', 'espouse', 'borrow', 'follow', 'dramatise', 'acquire', 'dramatize', 'embrace'}"
pi  interactions,are observed,crystal structure,observe,"{'watch', 'celebrate', 'observe', 'keep', 'remark', 'note', 'detect', 'notice', 'honor', 'honour', 'respect', 'discover', 'mention', 'find'}"
title compound,adopts,extended conformation,adopt,"{'take', 'assume', 'adopt', 'espouse', 'borrow', 'follow', 'dramatise', 'acquire', 'dramatize', 'embrace'}"
crystal growth,was,video camera,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
crystal growth,monitored,video camera,monitor,"{'supervise', 'monitor'}"
image analysis,provided,spatial distribution,provide,"{'provide', 'furnish', 'leave', 'supply', 'ply', 'cater', 'render', 'allow'}"
crystallization process,occurs,batch conditions,occur,"{'hap', 'occur', 'pass', 'happen'}"
crystallization process,does,batch conditions,do,"{'make', 'fare', 'answer', 'exercise', 'do', 'perform', 'suffice', 'execute', 'behave', 'act', 'practise', 'cause', 'practice'}"
induction time,are,in gel and in solution,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
in gel and in solution,suggesting,experimental conditions,suggest,"{'suggest', 'evoke', 'hint', 'propose', 'intimate', 'indicate', 'advise'}"
in gel and in solution,is controlled,experimental conditions,control,"{'assure', 'moderate', 'ascertain', 'curb', 'check', 'command', 'control', 'operate', 'insure', 'hold', 'manipulate', 'master', 'verify', 'ensure', 'contain'}"
Growth rate and induction time,are,crystal growth rate,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
Growth rate and induction time,suggesting,crystal growth rate,suggest,"{'suggest', 'evoke', 'hint', 'propose', 'intimate', 'indicate', 'advise'}"
crystal growth rate,is controlled,interface under the used experimental conditions,control,"{'assure', 'moderate', 'ascertain', 'curb', 'check', 'command', 'control', 'operate', 'insure', 'hold', 'manipulate', 'master', 'verify', 'ensure', 'contain'}"
cholesterol crystallization,have received,considerable attention,receive,"{'get', 'invite', 'incur', 'receive', 'experience', 'have', 'encounter', 'obtain', 'welcome', 'undergo'}"
considerable attention,plays,vital role,play,"{'play', 'spiel', 'act'}"
other fundamental aspects of cholesterol crystallization,have received,atheroclerotic plaques and gallbladder stones,receive,"{'get', 'invite', 'incur', 'receive', 'experience', 'have', 'encounter', 'obtain', 'welcome', 'undergo'}"
other fundamental aspects of cholesterol crystallization,plays,atheroclerotic plaques and gallbladder stones,play,"{'play', 'spiel', 'act'}"
growth and other fundamental aspects of cholesterol crystallization,have received,formation of atheroclerotic plaques and gallbladder stones,receive,"{'get', 'invite', 'incur', 'receive', 'experience', 'have', 'encounter', 'obtain', 'welcome', 'undergo'}"
growth and other fundamental aspects of cholesterol crystallization,plays,formation of atheroclerotic plaques and gallbladder stones,play,"{'play', 'spiel', 'act'}"
presence of magnetic field,was,metastable zone width and induction period of cholesterol,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
presence of magnetic field,found,metastable zone width and induction period of cholesterol,found,"{'constitute', 'institute', 'base', 'establish', 'found', 'plant', 'launch'}"
presence of magnetic field,have,metastable zone width and induction period of cholesterol,have,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
amide unit,has,trans conformation,have,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
molecule of the title compound,has,usual trans conformation,have,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
hydrogen bonds,link,infinite chains,link,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
inversion centre,is coordinated,N atoms,coordinate,"{'organize', 'ordinate', 'organise', 'align', 'coordinate'}"
twofold axis,links,complex molecules,link,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
title complex,lies,centre of symmetry,lie,"{'belong', 'consist', 'lie', 'rest', 'dwell'}"
title compound,confirms,space group,confirm,"{'substantiate', 'affirm', 'corroborate', 'sustain', 'support', 'confirm', 'reassert'}"
space group,made,Ng  amp  ,make,"{'produce', 'make', 'do', 'create', 'cause', 'draw', 'stimulate', 'induce'}"
Almost all atoms,lie,mirror planes,lie,"{'belong', 'consist', 'lie', 'rest', 'dwell'}"
hydrogen bonds,link,supramolecular network,link,"{'yoke', 'tie', 'associate', 'link', 'relate', 'connect', 'colligate', 'join', 'unite'}"
diffraction experiments,conducted,K alpha  ,conduct,"{'convey', 'lead', 'deport', 'transmit', 'channel', 'acquit', 'carry', 'guide', 'behave', 'comport', 'conduct', 'direct', 'take'}"
diffraction experiments,using,K alpha  ,use,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
Crystal diffraction experiments,conducted,Cu emsp14 K alpha  ,conduct,"{'convey', 'lead', 'deport', 'transmit', 'channel', 'acquit', 'carry', 'guide', 'behave', 'comport', 'conduct', 'direct', 'take'}"
Crystal diffraction experiments,using,Cu emsp14 K alpha  ,use,"{'utilize', 'use', 'employ', 'apply', 'expend', 'habituate', 'utilise', 'practice'}"
beta  protein,having,charge distribution,have,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
charge distribution,is,fungal protein,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
fungal protein,is,killer toxin,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
hitherto unknown fold,having,electrostatic charge distribution,have,"{'consume', 'let', 'get', 'receive', 'own', 'give', 'experience', 'have', 'possess', 'feature', 'hold', 'ingest', 'undergo'}"
electrostatic charge distribution,is,secreted fungal protein,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
secreted fungal protein,is,mrakii killer toxin,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
surface electrostatic charge distribution,is,small secreted fungal protein,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
potential recognition sites,suggesting,negatively charged target,suggest,"{'suggest', 'evoke', 'hint', 'propose', 'intimate', 'indicate', 'advise'}"
potential recognition sites of the two proteins,suggesting,similar negatively charged target,suggest,"{'suggest', 'evoke', 'hint', 'propose', 'intimate', 'indicate', 'advise'}"
polarised neutrons,allows,more precise determination,allow,"{'provide', 'let', 'countenance', 'earmark', 'appropriate', 'leave', 'admit', 'permit', 'grant', 'allow', 'reserve'}"
use of polarised neutrons,allows,scattering length profile,allow,"{'provide', 'let', 'countenance', 'earmark', 'appropriate', 'leave', 'admit', 'permit', 'grant', 'allow', 'reserve'}"
nuclear contributions,are,bimodal size,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
nuclear contributions,described,bimodal size,describe,"{'report', 'delineate', 'line', 'identify', 'distinguish', 'account', 'key', 'depict', 'name', 'draw', 'discover', 'describe', 'trace'}"
case of intermixing with copper,are,bimodal size distribution,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
case of intermixing with copper,described,bimodal size distribution,describe,"{'report', 'delineate', 'line', 'identify', 'distinguish', 'account', 'key', 'depict', 'name', 'draw', 'discover', 'describe', 'trace'}"
space group,were,native protein,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
local symmetry,did,significant expansion,do,"{'make', 'fare', 'answer', 'exercise', 'do', 'perform', 'suffice', 'execute', 'behave', 'act', 'practise', 'cause', 'practice'}"
effective D2d local symmetry,did,ndash sulfur bond,do,"{'make', 'fare', 'answer', 'exercise', 'do', 'perform', 'suffice', 'execute', 'behave', 'act', 'practise', 'cause', 'practice'}"
geometries similar to that of the Fe form,did,metal ndash sulfur bond,do,"{'make', 'fare', 'answer', 'exercise', 'do', 'perform', 'suffice', 'execute', 'behave', 'act', 'practise', 'cause', 'practice'}"
knowledge of these structures,contributes,molecular understanding,contribute,"{'lead', 'add', 'bestow', 'bring', 'conduce', 'lend', 'contribute', 'impart'}"
rotation axis,is coordinated,O atoms,coordinate,"{'organize', 'ordinate', 'organise', 'align', 'coordinate'}"
N hydrogen,help,crystal packing,help,"{'avail', 'facilitate', 'help', 'serve', 'aid', 'assist'}"
N hydrogen,consolidate,crystal packing,consolidate,{'consolidate'}
mononuclear molecule,is,CdII atom,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
neutral mononuclear molecule,is,coordinated water molecules,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
water O,lies,rotation axis,lie,"{'belong', 'consist', 'lie', 'rest', 'dwell'}"
water O atom,lies,twofold rotation axis,lie,"{'belong', 'consist', 'lie', 'rest', 'dwell'}"
supramolecular network,is formed,hydrogen bonds,form,"{'organize', 'form', 'constitute', 'spring', 'mould', 'forge', 'mold', 'imprint', 'organise', 'shape'}"
crystal packing,is determined,hydrogen bonds,determine,"{'watch', 'ascertain', 'find', 'regulate', 'see', 'limit', 'mold', 'decide', 'determine', 'settle', 'fix', 'influence', 'learn', 'shape', 'set', 'specify'}"
title compound,was,Reformatsky reaction,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
title compound,synthesized,Reformatsky reaction,synthesize,"{'synthesise', 'synthesize'}"
title compound,exists,extended conformer,exist,"{'be', 'survive', 'live', 'subsist', 'exist'}"
title compound,is,extended conformer,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
hydrogen bonds,consolidate,crystal structure,consolidate,{'consolidate'}
symmetry of the structure,measuring,structure factors,measure,"{'appraise', 'valuate', 'evaluate', 'measure', 'assess', 'quantify', 'value'}"
Symmetry changes,were related,fault structure,relate,"{'interrelate', 'associate', 'link', 'relate', 'pertain', 'connect', 'colligate', 'refer', 'touch', 'concern'}"
Symmetry changes within the sample,were related,defocused convergent beam,relate,"{'interrelate', 'associate', 'link', 'relate', 'pertain', 'connect', 'colligate', 'refer', 'touch', 'concern'}"
Symmetry changes within the sample,was,defocused convergent beam,be,"{'represent', 'constitute', 'be', 'embody', 'comprise', 'equal', 'exist', 'personify'}"
atom values,shows,trigonal regions,show,"{'show', 'testify', 'depict', 'demo', 'indicate', 'picture', 'display', 'evince', 'shew', 'render', 'express', 'present', 'evidence', 'prove', 'point', 'exhibit', 'reveal', 'establish', 'demonstrate'}"
trigonal regions,lacks,other reflexions in the zone,lack,"{'lack', 'miss'}"
trigonal regions,indicating,other reflexions in the zone,indicate,"{'signal', 'bespeak', 'suggest', 'show', 'indicate', 'argue', 'betoken', 'point'}"
